# Tag | Avg latency (ms) | 5-th percentile latency (ms) | 25-th percentile latency (ms) | 50-th percentile latency (ms) | 75-th percentile latency (ms) | 95-th percentile latency (ms) | Throughput (tps) | Effective length (s)
rate-8000-lat-10-120-bw-1000-4bg-baseline-run-6 | 97961.6825846998 | 32673.728085 | 59707.609892 | 102079.025066 | 131729.230181 | 162391.651634 | 54385.71172971597 | 271.8831753730774
rate-8000-lat-10-120-bw-1000-4bg-run-1 | 60238.193412049106 | 23979.11326 | 36521.349573 | 57315.349224 | 87956.135009 | 97719.429988 | 88192.60748204288 | 268.2594003677368
rate-8000-lat-10-120-bw-1000-4bg-run-2 | 57312.96243587719 | 23949.424192 | 36520.35753 | 53263.384153 | 80452.934074 | 91821.867223 | 92140.52707964851 | 269.96815395355225
rate-8000-lat-10-120-bw-1000-4bg-run-3 | 59373.82002755508 | 24922.41314 | 43754.893711 | 61264.894268 | 75134.188767 | 94443.359182 | 87584.15273464053 | 266.19463992118835
rate-8000-lat-10-120-bw-1000-4bg-run-4 | 69333.21386165901 | 19028.91456 | 38661.848669 | 72009.102747 | 99623.750207 | 115605.957395 | 77842.9658773634 | 266.46137857437134
rate-8000-lat-10-120-bw-1000-4bg-run-5 | 64963.47998489356 | 19642.123307 | 42895.551672 | 63360.043653 | 92164.428332 | 101262.359504 | 84373.01953804398 | 267.3931562900543
rate-8000-lat-10-120-bw-1000-4bg-run-6 | 52989.640987516155 | 18700.222706 | 38413.604882 | 51226.36464 | 72372.885595 | 82263.407997 | 91354.96441823873 | 267.9405126571655
rate-8000-lat-10-140-bw-1000-4bg-baseline-run-1 | 105957.18120220306 | 27280.092846 | 68961.327641 | 108887.996499 | 146067.143732 | 172985.56245 | 45175.44908599954 | 277.1742672920227
rate-8000-lat-10-140-bw-1000-4bg-baseline-run-2 | 61060.37092236537 | 21436.146893 | 43728.838506 | 62890.94327 | 79575.261076 | 91366.628905 | 45929.21252101303 | 121.82085633277893
rate-8000-lat-10-140-bw-1000-4bg-baseline-run-3 | 105415.66203332813 | 25807.521984 | 66751.499534 | 102108.069208 | 144642.675651 | 177782.422255 | 48215.987986281136 | 271.503634929657
rate-8000-lat-10-140-bw-1000-4bg-baseline-run-4 | 114017.46053639828 | 30926.300995 | 61820.521278 | 126007.255644 | 161440.293566 | 181426.526726 | 42696.95382469974 | 272.44660234451294
rate-8000-lat-10-140-bw-1000-4bg-baseline-run-5 | 109510.47920108191 | 29225.078876 | 73352.782684 | 104225.32786 | 153684.367979 | 185344.238933 | 43298.22613709416 | 270.9335935115814
rate-8000-lat-10-140-bw-1000-4bg-baseline-run-6 | 105819.1979240474 | 27122.212876 | 71499.664788 | 108912.108429 | 135775.634386 | 177250.504465 | 45615.01346875669 | 275.4910509586334
rate-8000-lat-10-140-bw-1000-4bg-run-1 | 61626.75192836446 | 23487.169911 | 43106.498456 | 61297.117998 | 81934.113617 | 94862.059612 | 90975.60431785784 | 266.6715784072876
rate-8000-lat-10-140-bw-1000-4bg-run-2 | 61731.484343544 | 21834.580774 | 51076.861419 | 64458.284517 | 74572.136198 | 97490.983761 | 81177.82852584313 | 261.51928901672363
rate-8000-lat-10-140-bw-1000-4bg-run-3 | 62942.48172867675 | 22698.030152 | 45352.759044 | 59720.797223 | 87568.121703 | 99280.214088 | 88347.62368733597 | 267.04691100120544
rate-8000-lat-10-140-bw-1000-4bg-run-4 | 56186.953234593144 | 23506.590109 | 36189.01795 | 49548.843294 | 70826.977125 | 114883.19881 | 75153.96833960075 | 264.05950927734375
rate-8000-lat-10-140-bw-1000-4bg-run-5 | 67875.8802148777 | 21944.279132 | 41812.216773 | 76085.246429 | 94302.861473 | 103753.320801 | 83158.12438330386 | 266.37406945228577
rate-8000-lat-10-140-bw-1000-4bg-run-6 | 59005.65658501667 | 22481.772343 | 39383.944317 | 61458.483462 | 80365.164624 | 96157.532855 | 82444.67752856105 | 266.04604029655457
rate-8000-lat-10-160-bw-1000-4bg-baseline-run-1 | 110596.50538842734 | 32603.569905 | 68785.991402 | 117972.852089 | 152210.39716 | 183126.146358 | 36703.20923405448 | 272.1872067451477
rate-8000-lat-10-160-bw-1000-4bg-baseline-run-2 | 126529.55584161726 | 35981.812687 | 90383.363245 | 122258.576062 | 161024.872311 | 207957.888577 | 34387.50488903379 | 269.79101943969727
rate-8000-lat-10-160-bw-1000-4bg-baseline-run-3 | 107157.77534598751 | 43105.404297 | 64632.271213 | 95543.052351 | 146352.737327 | 195626.338904 | 40363.1308953333 | 269.1216404438019
rate-8000-lat-10-160-bw-1000-4bg-baseline-run-4 | 47775.6559212162 | 24209.242236 | 34685.065251 | 46558.538238 | 58863.321927 | 76429.742554 | 22488.369578807487 | 90.15860366821289
rate-8000-lat-10-160-bw-1000-4bg-baseline-run-5 | 126255.22104926415 | 30998.157654 | 84725.13312 | 128918.149702 | 176253.059954 | 199029.106307 | 36877.94079538573 | 272.8967990875244
rate-8000-lat-10-160-bw-1000-4bg-baseline-run-6 | 126118.27382122599 | 41412.073051 | 87706.495497 | 132889.378962 | 161875.538013 | 199129.163368 | 35331.52700111926 | 270.23389053344727
rate-8000-lat-10-160-bw-1000-4bg-run-1 | 67672.92748678116 | 26174.319996 | 52252.862386 | 68208.110878 | 84245.108599 | 110208.600229 | 80986.3147008912 | 264.4642379283905
rate-8000-lat-10-160-bw-1000-4bg-run-2 | 68414.92800678744 | 26002.765303 | 52905.484776 | 66523.186638 | 82576.93495 | 108476.985742 | 79957.59701757482 | 259.41429924964905
rate-8000-lat-10-160-bw-1000-4bg-run-3 | 71482.23420951038 | 22595.177236 | 49840.122896 | 74851.391405 | 96868.332607 | 104574.529114 | 83917.31322647608 | 265.3308970928192
rate-8000-lat-10-160-bw-1000-4bg-run-4 | 60400.07811666967 | 21341.971573 | 38382.993774 | 55790.369496 | 80752.917734 | 109855.964178 | 80209.32517050099 | 266.1579804420471
rate-8000-lat-10-160-bw-1000-4bg-run-5 | 68076.88528957462 | 23059.757939 | 46120.368846 | 63167.820917 | 92500.261431 | 114569.601108 | 80621.09104911092 | 265.0018217563629
rate-8000-lat-10-160-bw-1000-4bg-run-6 | 72928.13418207993 | 22642.132013 | 54094.253149 | 79144.981819 | 95170.240762 | 104701.770498 | 78322.30016405389 | 264.4645516872406
rate-8000-lat-10-80-bw-1000-4bg-baseline-run-1 | 51423.30225671383 | 22625.416794 | 49998.930132 | 53668.761955 | 56799.625149 | 66905.801965 | 98716.35205889028 | 273.60233068466187
rate-8000-lat-10-80-bw-1000-4bg-baseline-run-2 | 51838.31042649377 | 24850.63504 | 41421.009763 | 57421.688648 | 61575.655415 | 67480.322487 | 104042.86362305672 | 272.5867302417755
rate-8000-lat-10-80-bw-1000-4bg-baseline-run-3 | 52127.324093274816 | 28713.111195 | 40434.976185 | 52179.375352 | 67231.955194 | 71947.12695 | 100422.4408117231 | 272.78811168670654
rate-8000-lat-10-80-bw-1000-4bg-baseline-run-4 | 45958.55537115583 | 21369.062866 | 34767.942834 | 51574.318468 | 55070.736428 | 61732.765539 | 103500.02964289505 | 272.71041464805603
rate-8000-lat-10-80-bw-1000-4bg-baseline-run-5 | 42993.65581120422 | 20604.544826 | 30892.027667 | 48356.669731 | 54790.848453 | 59007.456278 | 107001.18259040975 | 273.31884837150574
rate-8000-lat-10-80-bw-1000-4bg-baseline-run-6 | 50893.74740352173 | 23825.017256 | 37735.538068 | 46994.822849 | 68145.436956 | 78722.938208 | 95167.83695394185 | 272.8720209598541
rate-8000-lat-10-80-bw-1000-4bg-run-1 | 45088.27373787643 | 15221.167672 | 29336.9522 | 48791.952054 | 60554.288139 | 67938.203506 | 100243.99900039146 | 269.71884870529175
rate-8000-lat-10-80-bw-1000-4bg-run-2 | 41666.55415108121 | 13174.066837 | 23005.138628 | 33537.636854 | 63158.020575 | 79560.753197 | 93129.57400965944 | 270.5756175518036
rate-8000-lat-10-80-bw-1000-4bg-run-3 | 35917.20159848403 | 15875.113476 | 27282.153819 | 40068.805153 | 43226.848992 | 47639.856641 | 109133.09800225162 | 270.86953949928284
rate-8000-lat-10-80-bw-1000-4bg-run-4 | 39666.40863665561 | 13436.126222 | 25358.971481 | 39980.742066 | 52528.867039 | 66984.834884 | 98638.3122398014 | 270.8704903125763
rate-8000-lat-10-80-bw-1000-4bg-run-5 | 52195.47558562629 | 17359.608596 | 34472.951377 | 57433.579584 | 68328.674866 | 78848.307085 | 91189.83347307766 | 270.22240376472473
rate-8000-lat-10-80-bw-1000-4bg-run-6 | 43765.69130709378 | 13523.530415 | 25691.451078 | 46328.641033 | 60556.375966 | 72393.052242 | 99282.1518897332 | 270.1453130245209
