# Tag | Avg latency (ms) | 5-th percentile latency (ms) | 25-th percentile latency (ms) | 50-th percentile latency (ms) | 75-th percentile latency (ms) | 95-th percentile latency (ms) | Throughput (tps) | Effective length (s)
rate-4000-lat-10-100-bw-2000-4bg-baseline-run-2 | 6349.39938764739 | 3144.958379 | 4376.919444 | 5669.934013 | 7586.218506 | 12187.90033 | 64445.84750146738 | 272.34276032447815
rate-4000-lat-10-100-bw-2000-4bg-baseline-run-3 | 7998.138352681694 | 3161.332141 | 4755.982145 | 6704.409197 | 9867.426981 | 18372.634784 | 64064.25969689726 | 272.3665282726288
rate-4000-lat-10-100-bw-2000-4bg-baseline-run-4 | 11009.944734340423 | 8809.616828 | 10251.245025 | 10867.924214 | 12541.307989 | 13164.640423 | 31182.661698215605 | 6.173687219619751
rate-4000-lat-10-100-bw-2000-4bg-baseline-run-5 | 3658247.621755722 | 2925.661613 | 4257.401157 | 5724.149196 | 11993.016721 | 22531.794426 | 64615.76462181225 | 271.68998312950134
rate-4000-lat-10-100-bw-2000-4bg-baseline-run-6 | 7175.730630849376 | 2921.448042 | 4314.859032 | 5833.669622 | 8444.858362 | 16252.321545 | 64295.0407732423 | 273.2363770008087
rate-4000-lat-10-100-bw-2000-4bg-run-1 | 7025.477625668511 | 4962.134686 | 6165.596206 | 7008.518243 | 7851.02684 | 9209.260526 | 64008.396312736055 | 268.8927233219147
rate-4000-lat-10-100-bw-2000-4bg-run-2 | 7480.418660654478 | 4913.887544 | 5984.352172 | 6940.197176 | 8005.660919 | 13485.859429 | 65078.389141622894 | 270.1362500190735
rate-4000-lat-10-100-bw-2000-4bg-run-3 | 7567.985239834037 | 4772.374344 | 6006.252671 | 7027.413531 | 8262.424974 | 13181.243472 | 63433.3941004576 | 269.6512813568115
rate-4000-lat-10-100-bw-2000-4bg-run-4 | 7330.1225604806805 | 5130.673362 | 6344.162729 | 7232.678167 | 8163.563613 | 9942.036079 | 64267.28145620921 | 270.3589074611664
rate-4000-lat-10-100-bw-2000-4bg-run-5 | 8453.824046184354 | 5409.928713 | 6479.546096 | 7613.699886 | 9073.788941 | 15500.39374 | 64269.67649805845 | 268.94674038887024
rate-4000-lat-10-100-bw-2000-4bg-run-6 | 6962.2240132287825 | 4900.803134 | 6038.784678 | 6911.180551 | 7814.231522 | 9227.839917 | 64174.16046214836 | 270.0491268634796
rate-4000-lat-10-100-bw-250-4bg-baseline-run-1 | 81383.47597703645 | 31813.05894 | 63633.724524 | 81119.517555 | 105442.81533 | 118291.747296 | 39302.02025856728 | 272.84419298171997
rate-4000-lat-10-100-bw-250-4bg-baseline-run-2 | 100848.42852814516 | 26521.813604 | 70547.851704 | 112399.75497 | 125073.136139 | 170493.483014 | 38067.86618215607 | 272.5439863204956
rate-4000-lat-10-100-bw-250-4bg-baseline-run-3 | 82984.28899671804 | 23521.339397 | 60044.772408 | 85703.181509 | 114172.463379 | 128315.692815 | 36846.499024897945 | 271.5733723640442
rate-4000-lat-10-100-bw-250-4bg-baseline-run-4 | 86223.71100737045 | 29993.933256 | 65681.474075 | 90318.415874 | 112119.654769 | 126754.840242 | 37054.99683632937 | 272.14553666114807
rate-4000-lat-10-100-bw-250-4bg-baseline-run-5 | 73528.91749193809 | 26264.188634 | 55675.685228 | 75457.072833 | 93123.672499 | 111014.741327 | 40936.705794359776 | 273.5555727481842
rate-4000-lat-10-100-bw-250-4bg-baseline-run-6 | 22968.47715158955 | 14669.578901 | 16625.973706 | 24009.126552 | 28147.67199 | 30328.415977 | 23804.478168118687 | 23.05717420578003
rate-4000-lat-10-100-bw-250-4bg-run-1 | 10989.07177897331 | 6415.769746 | 7920.114878 | 9415.142992 | 14107.26817 | 18973.359966 | 64903.33893634584 | 269.3502104282379
rate-4000-lat-10-100-bw-250-4bg-run-2 | 11097.957182266258 | 6562.605799 | 8373.492083 | 10415.587795 | 13604.668014 | 17390.011234 | 64618.87700966014 | 269.26818919181824
rate-4000-lat-10-100-bw-250-4bg-run-3 | 9591.051810104978 | 6125.40494 | 7490.428615 | 8564.421797 | 10821.916873 | 16553.939578 | 65574.59958080789 | 265.3437170982361
rate-4000-lat-10-100-bw-250-4bg-run-4 | 9602.40671046197 | 6158.762555 | 7723.347329 | 8882.959701 | 10788.629469 | 15447.554261 | 65524.988674122396 | 268.0450367927551
rate-4000-lat-10-100-bw-250-4bg-run-5 | 10032.045178197697 | 6396.263394 | 7801.609406 | 9065.628771 | 11142.35009 | 17030.132637 | 65006.434993927214 | 269.9311845302582
rate-4000-lat-10-100-bw-250-4bg-run-6 | 10096.29991655839 | 5686.762576 | 7325.253733 | 8865.79603 | 12669.560304 | 17635.727859 | 65232.24592764064 | 267.740957736969
rate-4000-lat-10-100-bw-500-4bg-baseline-run-1 | 25468.635796587805 | 14698.808975 | 18846.52965 | 24254.533145 | 31235.116292 | 40688.443283 | 58242.16857873346 | 273.5019040107727
rate-4000-lat-10-100-bw-500-4bg-baseline-run-2 | 45391.52349125893 | 18323.712646 | 37246.048392 | 47528.675355 | 54703.893336 | 69248.398411 | 50312.11567534794 | 275.8231852054596
rate-4000-lat-10-100-bw-500-4bg-baseline-run-3 | 33387.70985603589 | 22841.565339 | 28729.955391 | 33149.160076 | 37468.914926 | 45476.208552 | 56563.22324023444 | 273.6545605659485
rate-4000-lat-10-100-bw-500-4bg-baseline-run-4 | 26651.895049917202 | 14451.026164 | 20169.876215 | 26375.689297 | 32863.217184 | 40017.005833 | 55553.19674879586 | 272.43652725219727
rate-4000-lat-10-100-bw-500-4bg-baseline-run-5 | 40434.35286707306 | 28633.093224 | 36127.50888 | 40416.774125 | 45284.253055 | 52996.455215 | 55421.15830523348 | 272.9377815723419
rate-4000-lat-10-100-bw-500-4bg-baseline-run-6 | 43781.42885886543 | 14691.621404 | 38263.373426 | 49289.0139 | 53672.464108 | 60617.263509 | 53758.693486704324 | 272.1589951515198
rate-4000-lat-10-100-bw-500-4bg-run-1 | 20339.588388744396 | 9312.640269 | 14174.923622 | 21715.262657 | 25721.321641 | 28840.740272 | 61366.60561238644 | 269.52196288108826
rate-4000-lat-10-100-bw-500-4bg-run-2 | 8520.975889608091 | 6053.684552 | 7222.320025 | 8259.716406 | 9453.816653 | 12326.282469 | 64573.00269131941 | 269.9669408798218
rate-4000-lat-10-100-bw-500-4bg-run-3 | 8402.379228012609 | 5795.08988 | 7019.414611 | 8085.655991 | 9390.750432 | 12201.193878 | 64984.20446242562 | 269.77140283584595
rate-4000-lat-10-100-bw-500-4bg-run-4 | 8352.595970675624 | 5641.282047 | 6947.120118 | 7997.984784 | 9317.251999 | 12703.236475 | 65055.04669399892 | 269.22578477859497
rate-4000-lat-10-100-bw-500-4bg-run-5 | 8254.010354901335 | 5575.4452 | 6836.613028 | 7886.952978 | 9240.537167 | 12452.562625 | 64776.3315746556 | 271.142986536026
rate-4000-lat-10-100-bw-500-4bg-run-6 | 8809.056887491346 | 6012.089812 | 7369.677071 | 8417.584799 | 9737.34224 | 13163.052024 | 65251.14774830047 | 268.41667318344116
rate-4000-lat-10-120-bw-1000-4bg-baseline-run-1 | 18597.253118032037 | 5198.333615 | 10651.31875 | 19996.726747 | 25483.355887 | 31025.128899 | 65300.9974192956 | 272.79068779945374
rate-4000-lat-10-120-bw-1000-4bg-baseline-run-2 | 15622.612585300632 | 4812.107204 | 9171.864044 | 16687.523207 | 20731.044957 | 25703.156994 | 65554.1061367827 | 272.2997696399689
rate-4000-lat-10-120-bw-1000-4bg-baseline-run-3 | 17871.472654430214 | 5634.334126 | 9502.935112 | 15537.493072 | 25295.193716 | 35924.396948 | 65410.88687263339 | 272.6455006599426
rate-4000-lat-10-120-bw-1000-4bg-baseline-run-4 | 14856.002943780455 | 5855.328636 | 10492.885618 | 13826.00458 | 18192.031078 | 27458.231235 | 63358.60733120036 | 273.26661252975464
rate-4000-lat-10-120-bw-1000-4bg-baseline-run-5 | 8592.83224644597 | 3949.179256 | 5602.86865 | 7357.676072 | 10189.512986 | 17698.613139 | 65453.34234006106 | 272.78154730796814
rate-4000-lat-10-120-bw-1000-4bg-baseline-run-6 | 26412.479718400577 | 13527.863361 | 20580.748633 | 27470.625061 | 31521.648585 | 37995.376792 | 58312.49522350362 | 272.68035674095154
rate-4000-lat-10-120-bw-1000-4bg-run-1 | 10423.168396100733 | 6600.655568 | 8164.171574 | 9545.665486 | 11519.267969 | 18129.636008 | 64509.593621777465 | 270.4227855205536
rate-4000-lat-10-120-bw-1000-4bg-run-2 | 9589.555660444472 | 6764.958247 | 8282.672039 | 9379.221402 | 10683.309758 | 13181.162605 | 64019.14135958969 | 270.8949797153473
rate-4000-lat-10-120-bw-1000-4bg-run-3 | 9829.277749436595 | 6860.593633 | 8355.879879 | 9560.222934 | 11102.337917 | 13653.320161 | 64445.54604523685 | 267.7043342590332
rate-4000-lat-10-120-bw-1000-4bg-run-4 | 10674.126601449767 | 6932.730327 | 8407.49906 | 9611.439573 | 11081.751932 | 20520.395595 | 65379.25336982814 | 268.14133071899414
rate-4000-lat-10-120-bw-1000-4bg-run-5 | 11555.495139717399 | 7381.944343 | 9044.145724 | 10588.797021 | 13868.084376 | 18037.291507 | 64175.92316583413 | 268.3184463977814
rate-4000-lat-10-120-bw-1000-4bg-run-6 | 8831.31200121907 | 6438.095037 | 7680.908478 | 8687.239141 | 9769.147661 | 11743.701334 | 63584.42316718647 | 268.75311827659607
rate-4000-lat-10-140-bw-1000-4bg-baseline-run-1 | 59618.61664530886 | 25163.554424 | 43397.029564 | 60921.821469 | 77013.841959 | 89467.949837 | 44386.132640419106 | 273.05969858169556
rate-4000-lat-10-140-bw-1000-4bg-baseline-run-2 | 67070.83798752946 | 28356.321501 | 59999.220698 | 68112.90154 | 79472.767449 | 92131.240741 | 44322.14999500336 | 271.605596780777
rate-4000-lat-10-140-bw-1000-4bg-baseline-run-3 | 49980.5288650557 | 17704.769512 | 31801.139332 | 44796.897619 | 69998.676422 | 91861.937629 | 43027.73228778857 | 273.30317854881287
rate-4000-lat-10-140-bw-1000-4bg-baseline-run-4 | 58959.948943693744 | 26824.652627 | 40204.695346 | 59630.182915 | 77186.79332 | 94487.577521 | 44415.22510549685 | 273.7108271121979
rate-4000-lat-10-140-bw-1000-4bg-baseline-run-5 | 56210.21467813682 | 23818.097356 | 38992.242721 | 53686.707174 | 74415.15589 | 91809.41725 | 46530.34846871691 | 271.5681359767914
rate-4000-lat-10-140-bw-1000-4bg-baseline-run-6 | 48841.80657088372 | 19138.346994 | 35220.857055 | 51951.630889 | 61262.148109 | 77702.10864 | 46585.545708234655 | 271.5980634689331
rate-4000-lat-10-140-bw-1000-4bg-run-1 | 11663.709580971637 | 8469.005778 | 10212.52642 | 11479.680334 | 12887.751754 | 15507.241111 | 64877.69770908137 | 266.9312970638275
rate-4000-lat-10-140-bw-1000-4bg-run-2 | 12120.262389544352 | 8924.143945 | 10609.994123 | 11971.19955 | 13378.842328 | 16027.104321 | 63777.66407069127 | 269.48017382621765
rate-4000-lat-10-140-bw-1000-4bg-run-3 | 12819.630687329558 | 9466.547377 | 11182.165524 | 12686.968795 | 14265.054748 | 16577.627419 | 63596.07958906735 | 268.1242005825043
rate-4000-lat-10-140-bw-1000-4bg-run-4 | 11699.390900708786 | 8569.38556 | 10364.566114 | 11528.585292 | 12974.827366 | 15198.979445 | 63910.5715074355 | 268.4711401462555
rate-4000-lat-10-140-bw-1000-4bg-run-5 | 11921.391218326391 | 8637.613363 | 10410.692697 | 11772.396824 | 13340.780884 | 15677.735309 | 64773.920629841436 | 268.1177830696106
rate-4000-lat-10-140-bw-1000-4bg-run-6 | 11702.607372066159 | 8098.443635 | 10157.256528 | 11572.933245 | 13095.671936 | 15743.476242 | 63186.33618067592 | 269.40913224220276
rate-4000-lat-10-160-bw-1000-4bg-baseline-run-1 | 87086.38202242868 | 26052.789944 | 57073.609575 | 89234.34124 | 120472.275664 | 138224.749685 | 32533.236693371597 | 267.91948437690735
rate-4000-lat-10-160-bw-1000-4bg-baseline-run-2 | 89396.52700591307 | 28011.332923 | 63269.661613 | 93644.85767 | 113087.278916 | 144506.971864 | 30846.520204035634 | 271.1499366760254
rate-4000-lat-10-160-bw-1000-4bg-baseline-run-3 | 80975.82032977152 | 23186.18781 | 65778.292283 | 83109.62802 | 104014.789465 | 124078.936637 | 40388.754119173704 | 266.82120394706726
rate-4000-lat-10-160-bw-1000-4bg-baseline-run-4 | 84023.16537220996 | 23391.287109 | 58650.136296 | 87789.968967 | 114397.547079 | 133153.455157 | 35717.71478684119 | 270.1789870262146
rate-4000-lat-10-160-bw-1000-4bg-baseline-run-5 | 88717.63951083868 | 32364.228708 | 65787.682201 | 89430.016879 | 113476.914249 | 146591.916422 | 34039.005954043045 | 273.87685799598694
rate-4000-lat-10-160-bw-1000-4bg-baseline-run-6 | 82432.7045599467 | 27236.616805 | 52356.145426 | 87910.006429 | 111562.558964 | 129331.524312 | 36273.703565917094 | 271.34499740600586
rate-4000-lat-10-160-bw-1000-4bg-run-1 | 22851.84709159472 | 11405.448512 | 14700.929894 | 22843.19491 | 29760.952217 | 37865.517213 | 58490.06312909069 | 264.70957922935486
rate-4000-lat-10-160-bw-1000-4bg-run-2 | 15306.773263643607 | 9830.032242 | 12350.65842 | 14371.11508 | 17061.453993 | 24554.989327 | 65510.62799973071 | 265.60282707214355
rate-4000-lat-10-160-bw-1000-4bg-run-3 | 13960.245559650246 | 10282.862394 | 11914.233144 | 13523.27376 | 15624.960143 | 19043.237054 | 62657.17994478631 | 266.7161211967468
rate-4000-lat-10-160-bw-1000-4bg-run-4 | 13910.461584234194 | 10189.560804 | 12276.753281 | 13680.637787 | 15445.989987 | 18256.777753 | 63171.5481327338 | 265.776358127594
rate-4000-lat-10-160-bw-1000-4bg-run-5 | 14185.88671178696 | 9751.130028 | 11994.640259 | 13775.172785 | 15969.226756 | 19934.523441 | 64993.76487564073 | 266.5176272392273
rate-4000-lat-10-160-bw-1000-4bg-run-6 | 14217.850010608829 | 10585.28112 | 12533.324767 | 14080.266157 | 15749.46836 | 18442.928627 | 63291.80012484269 | 268.7013478279114
rate-4000-lat-10-80-bw-1000-4bg-baseline-run-1 | 4605.074122732887 | 2126.180912 | 2990.502254 | 3878.829909 | 5373.477124 | 9955.587568 | 65480.86092089985 | 273.04222559928894
rate-4000-lat-10-80-bw-1000-4bg-baseline-run-2 | 6414.9983854553075 | 2109.136667 | 3010.549445 | 4038.841903 | 7771.546973 | 19120.359709 | 65179.21845840993 | 272.86046719551086
rate-4000-lat-10-80-bw-1000-4bg-baseline-run-3 | 4398.371890091856 | 2035.953402 | 2927.094837 | 3811.129368 | 5145.6134 | 9194.545678 | 65067.274381361894 | 272.76335406303406
rate-4000-lat-10-80-bw-1000-4bg-baseline-run-4 | 4475.392049825156 | 2084.400827 | 2956.61706 | 3959.604261 | 5523.631131 | 8613.111853 | 64792.435207743525 | 272.97211384773254
rate-4000-lat-10-80-bw-1000-4bg-baseline-run-5 | 4763.997562063052 | 2017.401479 | 2868.137223 | 3810.871885 | 5726.154273 | 10992.393363 | 65207.263053478455 | 272.9315595626831
rate-4000-lat-10-80-bw-1000-4bg-baseline-run-6 | 5716.4388391770235 | 2095.581429 | 2986.637167 | 3966.590589 | 6260.692873 | 16271.466273 | 65304.37305964307 | 272.77658700942993
rate-4000-lat-10-80-bw-1000-4bg-run-1 | 5098.493128233773 | 3669.67094 | 4381.503314 | 5062.756019 | 5718.628769 | 6887.199247 | 64408.24016771415 | 270.403165102005
rate-4000-lat-10-80-bw-1000-4bg-run-2 | 5862.201074715058 | 3965.550866 | 5030.930668 | 5752.327197 | 6606.438004 | 8190.68829 | 64631.21293138835 | 270.2307941913605
rate-4000-lat-10-80-bw-1000-4bg-run-3 | 5326.136965894381 | 3810.13169 | 4551.993923 | 5268.031967 | 5994.025826 | 7124.876691 | 64065.06645801314 | 270.5729184150696
rate-4000-lat-10-80-bw-1000-4bg-run-4 | 5131.574525292322 | 3572.333202 | 4371.283296 | 5081.742711 | 5710.59356 | 7061.395761 | 64075.03450840781 | 271.80932688713074
rate-4000-lat-10-80-bw-1000-4bg-run-5 | 6122.72549379246 | 4182.046978 | 5062.851685 | 5735.887716 | 6526.968674 | 9782.741592 | 63798.95255749687 | 270.67428708076477
rate-4000-lat-10-80-bw-1000-4bg-run-6 | 5575.58418940869 | 3986.866522 | 4789.299026 | 5433.150112 | 6224.181204 | 7694.487212 | 63975.72567535408 | 271.0147922039032
rate-6000-lat-10-100-bw-100-4bg-baseline-run-1 | 131455.99540379428 | 39306.419533 | 97696.757679 | 138358.853786 | 161545.238699 | 194369.600095 | 20318.702262343693 | 260.6528670787811
rate-6000-lat-10-100-bw-100-4bg-baseline-run-2 | 141880.6275545648 | 39278.391548 | 77638.517657 | 138434.618523 | 211885.482577 | 231258.608083 | 22514.441417688697 | 270.70838165283203
rate-6000-lat-10-100-bw-100-4bg-baseline-run-3 | 126199.32466256799 | 42488.240153 | 92025.940108 | 136126.590085 | 160066.46193 | 197756.192029 | 24207.437629497806 | 273.6031835079193
rate-6000-lat-10-100-bw-100-4bg-baseline-run-4 | 136481.77303030883 | 52898.853931 | 82996.857532 | 139100.402137 | 185299.401498 | 214438.786243 | 29069.780403094963 | 277.71850657463074
rate-6000-lat-10-100-bw-100-4bg-baseline-run-5 | 123495.31710298725 | 40221.758267 | 81198.277119 | 122722.52828 | 170595.74771 | 216051.591966 | 19718.273847222248 | 275.8602523803711
rate-6000-lat-10-100-bw-100-4bg-baseline-run-6 | 65042.9022068715 | 32220.53376 | 50922.380221 | 69231.68012 | 79021.473686 | 97332.650497 | 15850.976882650677 | 128.68657970428467
rate-6000-lat-10-100-bw-100-4bg-run-1 | 106039.05327904926 | 39209.33803 | 63597.892953 | 98166.544042 | 140539.817749 | 187371.840052 | 50920.41193425073 | 254.75112056732178
rate-6000-lat-10-100-bw-100-4bg-run-2 | 95774.16191273768 | 35213.277272 | 63009.307751 | 83013.021779 | 137274.319091 | 163482.314637 | 50836.14753075351 | 264.600380897522
rate-6000-lat-10-100-bw-100-4bg-run-3 | 97282.68012799781 | 39097.162163 | 67867.568105 | 106266.4233 | 126022.196075 | 138493.445417 | 55418.66739933905 | 264.00692558288574
rate-6000-lat-10-100-bw-100-4bg-run-4 | 100965.13299942801 | 29341.059742 | 77415.008912 | 97165.947143 | 138415.362677 | 158959.478766 | 48793.63033212886 | 260.9022512435913
rate-6000-lat-10-100-bw-100-4bg-run-5 | 98780.11867071482 | 44654.091083 | 82003.863291 | 99477.408633 | 121087.33042 | 137790.059964 | 50691.24655086441 | 258.4884943962097
rate-6000-lat-10-100-bw-100-4bg-run-6 | 92290.59548464042 | 41304.382841 | 71525.462881 | 95500.016211 | 116241.98431 | 129120.764945 | 61989.43724955839 | 253.995272397995
rate-6000-lat-10-100-bw-1000-4bg-baseline-run-1 | 31519.279056434378 | 20919.865197 | 29186.097655 | 31601.454004 | 34394.389643 | 40409.209711 | 87309.77791186844 | 272.61386489868164
rate-6000-lat-10-100-bw-1000-4bg-baseline-run-2 | 38734.80203361084 | 21776.246928 | 34626.828797 | 39718.256656 | 44466.42957 | 52916.571039 | 81100.66567350767 | 272.52570390701294
rate-6000-lat-10-100-bw-1000-4bg-baseline-run-3 | 48548.09287305527 | 27036.672622 | 45592.408622 | 49607.716297 | 55376.844635 | 61635.120981 | 77858.20399358938 | 272.7748510837555
rate-6000-lat-10-100-bw-1000-4bg-baseline-run-4 | 37123.069073980645 | 21442.026891 | 29274.222651 | 36602.506542 | 45217.869374 | 53793.003315 | 80357.60890097907 | 272.2422468662262
rate-6000-lat-10-100-bw-1000-4bg-baseline-run-5 | 44339.909826662304 | 28514.056572 | 40973.703066 | 46762.301108 | 49987.071136 | 54349.220229 | 83539.3174630677 | 272.66030764579773
rate-6000-lat-10-100-bw-1000-4bg-baseline-run-6 | 34135.60049612328 | 19353.660433 | 32803.196999 | 35005.501977 | 37295.307992 | 41704.052016 | 87852.28977567915 | 272.6088535785675
rate-6000-lat-10-100-bw-1000-4bg-run-1 | 16924.176463770982 | 10514.941253 | 14407.695974 | 16714.16999 | 19211.702199 | 24013.140386 | 91684.9859763296 | 269.6118643283844
rate-6000-lat-10-100-bw-1000-4bg-run-2 | 14325.963726217195 | 11350.917892 | 12956.744346 | 14273.698188 | 15572.723587 | 17571.196887 | 95238.03273748058 | 269.48830485343933
rate-6000-lat-10-100-bw-1000-4bg-run-3 | 16290.242453935272 | 11163.581147 | 14092.843531 | 16181.519449 | 18388.838718 | 21671.815691 | 91485.203305462 | 271.1856245994568
rate-6000-lat-10-100-bw-1000-4bg-run-4 | 13520.604228086575 | 9732.776605 | 11763.486817 | 13378.138027 | 15121.458164 | 17585.239186 | 94895.35419231406 | 268.2601294517517
rate-6000-lat-10-100-bw-1000-4bg-run-5 | 18629.494244888057 | 14143.254728 | 17061.452706 | 18644.722968 | 20307.096837 | 22694.339507 | 92539.39211571589 | 268.5832209587097
rate-6000-lat-10-100-bw-1000-4bg-run-6 | 17602.919529083018 | 12464.059185 | 15308.613651 | 17155.436388 | 19621.483043 | 23998.93086 | 95475.71733836432 | 269.03192472457886
rate-6000-lat-10-100-bw-1500-4bg-baseline-run-1 | 13285.64271043341 | 5242.339199 | 9319.302233 | 13155.389604 | 17286.823493 | 21100.847694 | 96385.28700175094 | 272.61256170272827
rate-6000-lat-10-100-bw-1500-4bg-baseline-run-2 | 13307.673225904648 | 4751.582319 | 6891.594554 | 9355.518833 | 19270.527265 | 29994.698845 | 97403.63925455799 | 272.53782510757446
rate-6000-lat-10-100-bw-1500-4bg-baseline-run-3 | 21654.543574681506 | 9067.127398 | 15840.299972 | 20854.506397 | 28477.349575 | 34043.246569 | 97462.35857286416 | 273.13010263442993
rate-6000-lat-10-100-bw-1500-4bg-baseline-run-4 | 17070.15722609708 | 6143.969217 | 10064.549309 | 16779.920322 | 23920.066053 | 29307.034208 | 95718.03910469245 | 272.8868272304535
rate-6000-lat-10-100-bw-1500-4bg-baseline-run-5 | 19418.412701447483 | 4704.477936 | 10278.457578 | 21142.279256 | 27101.577808 | 32412.967747 | 97672.8972681337 | 271.9961907863617
rate-6000-lat-10-100-bw-1500-4bg-baseline-run-6 | 17976.079535049503 | 7639.807499 | 13257.772723 | 18569.325063 | 22996.791384 | 26778.052146 | 97665.96612229776 | 272.6445767879486
rate-6000-lat-10-100-bw-1500-4bg-run-1 | 11087.450145968656 | 8442.672317 | 9878.347233 | 10971.970971 | 12174.999251 | 14153.161337 | 97422.28298189882 | 268.11311745643616
rate-6000-lat-10-100-bw-1500-4bg-run-2 | 11092.427809391742 | 8130.502645 | 9761.488601 | 10988.194622 | 12388.838344 | 14327.61448 | 95872.89975600122 | 269.5835847854614
rate-6000-lat-10-100-bw-1500-4bg-run-3 | 11929.504563358769 | 9139.695104 | 10716.528667 | 11855.095564 | 13048.644865 | 14996.014041 | 95599.03084027837 | 267.39953088760376
rate-6000-lat-10-100-bw-1500-4bg-run-4 | 12816.2837382613 | 9193.194439 | 10768.890342 | 12247.449586 | 13983.044726 | 18648.121749 | 94319.28717905548 | 268.89974212646484
rate-6000-lat-10-100-bw-1500-4bg-run-5 | 29755.50269043347 | 16350.042739 | 28063.693646 | 30991.646557 | 33531.704852 | 36537.886688 | 90375.80101182812 | 269.75575017929077
rate-6000-lat-10-100-bw-1500-4bg-run-6 | 11469.490271436152 | 8284.424043 | 10003.839333 | 11292.06759 | 12777.441593 | 15115.53566 | 95918.40235788315 | 268.5589351654053
rate-6000-lat-10-100-bw-2000-4bg-baseline-run-1 | 11470.106434643529 | 4952.044563 | 8249.163853 | 11179.97406 | 14634.567166 | 18674.757013 | 99024.55408868492 | 272.4612319469452
rate-6000-lat-10-100-bw-2000-4bg-baseline-run-2 | 17204.363547878907 | 4960.555058 | 10124.280411 | 15432.735895 | 25017.970018 | 30441.185257 | 94966.79152798328 | 273.0183844566345
rate-6000-lat-10-100-bw-2000-4bg-baseline-run-3 | 27085.072544916024 | 18768.001279 | 23388.976165 | 27053.421646 | 30520.63038 | 36048.117468 | 92441.94338055103 | 272.80984234809875
rate-6000-lat-10-100-bw-2000-4bg-baseline-run-4 | 37128.41297062255 | 27221.793699 | 33144.764163 | 37486.064095 | 41576.245099 | 46314.473986 | 91196.12691664965 | 273.07826375961304
rate-6000-lat-10-100-bw-2000-4bg-baseline-run-5 | 33041.24187457501 | 22695.167804 | 28076.81655 | 32792.8372 | 38703.68213 | 43690.475373 | 89106.73611426067 | 272.17264437675476
rate-6000-lat-10-100-bw-2000-4bg-baseline-run-6 | 22006.090197456655 | 8876.512224 | 13882.322828 | 21385.029964 | 28789.555532 | 38762.60334 | 88749.06591505687 | 273.3618404865265
rate-6000-lat-10-100-bw-2000-4bg-run-1 | 10785.31987232954 | 7713.021947 | 9314.635335 | 10643.889432 | 12150.858076 | 14283.856947 | 95894.62317073261 | 269.0953793525696
rate-6000-lat-10-100-bw-2000-4bg-run-2 | 14677.0586413673 | 8935.302597 | 10559.666858 | 12276.568185 | 19117.746393 | 24982.014609 | 90469.57986513215 | 270.0647006034851
rate-6000-lat-10-100-bw-2000-4bg-run-3 | 10305.983183311599 | 7652.424214 | 9107.647318 | 10257.661686 | 11447.609787 | 13164.68034 | 95974.44982937849 | 267.5058627128601
rate-6000-lat-10-100-bw-2000-4bg-run-4 | 12233.387127168451 | 8006.385909 | 9841.504787 | 11285.790596 | 14116.679621 | 18786.257774 | 92636.42194709742 | 269.3188648223877
rate-6000-lat-10-100-bw-2000-4bg-run-5 | 32667.467285699113 | 14510.396783 | 26169.338344 | 32660.009579 | 41188.270433 | 45869.523426 | 89123.82261280238 | 269.13315987586975
rate-6000-lat-10-100-bw-2000-4bg-run-6 | 13091.844344726684 | 8645.268254 | 11043.524655 | 13207.269074 | 15158.372287 | 17180.958442 | 95994.4359286049 | 269.9676470756531
rate-6000-lat-10-100-bw-250-4bg-baseline-run-1 | 98687.03242937992 | 33076.197542 | 76531.051548 | 96149.534367 | 132934.719471 | 150999.958495 | 47883.18938904286 | 272.02198028564453
rate-6000-lat-10-100-bw-250-4bg-baseline-run-2 | 100121.2646678104 | 32629.276679 | 68857.78827 | 97004.398473 | 134375.572634 | 171692.75152 | 37357.904926770316 | 272.2413909435272
rate-6000-lat-10-100-bw-250-4bg-baseline-run-3 | 99691.12169759905 | 38508.746269 | 66058.463988 | 93600.1487 | 138692.463302 | 158823.209439 | 45157.207133591415 | 272.75096893310547
rate-6000-lat-10-100-bw-250-4bg-baseline-run-4 | 93581.91564977894 | 28724.486353 | 52204.458276 | 97405.562243 | 132535.822891 | 158365.768458 | 42124.85184716989 | 272.8407459259033
rate-6000-lat-10-100-bw-250-4bg-baseline-run-5 | 105294.29661973838 | 38526.145769 | 77867.346231 | 110708.630277 | 135731.190928 | 158428.904319 | 43314.70479681519 | 274.23481369018555
rate-6000-lat-10-100-bw-250-4bg-baseline-run-6 | 119533.40962282915 | 28682.598307 | 95475.60641 | 131383.687575 | 154349.101112 | 169302.110554 | 39892.08040399234 | 273.5315854549408
rate-6000-lat-10-100-bw-250-4bg-run-1 | 41781.88544037883 | 25459.602461 | 33965.695939 | 42672.317576 | 47573.494951 | 58048.968513 | 82077.04956978599 | 264.29332089424133
rate-6000-lat-10-100-bw-250-4bg-run-2 | 50870.61913251766 | 23826.312854 | 35748.489863 | 51502.996405 | 64246.772349 | 79702.118267 | 64354.494958774194 | 267.0647327899933
rate-6000-lat-10-100-bw-250-4bg-run-3 | 34621.65972429565 | 22126.683628 | 28808.339306 | 35214.127496 | 39822.972438 | 47599.030256 | 81262.09406589105 | 270.32096886634827
